src,width,height,bytes,format,role,decision,reason
"/media/product-editorial/program-jeonju-hanok-licensed-v1.webp","1200","900","180060","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/product-editorial/program-yeosu-harbor-licensed-v1.webp","1200","675","109214","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/product-editorial/serviced-apartment-editorial-v1.webp","1200","900","106736","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/product-editorial/social-stay-lounge-editorial-v1.webp","1200","900","122412","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/product-editorial/tropical-boutique-room-editorial-v1.webp","1200","900","137560","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/product-editorial/tropical-coliving-editorial-v1.webp","1200","900","214164","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/seasonal/late-summer-model-f-market-v1.webp","1536","864","171786","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1414235077428-338989a2e8c0.webp","1600","1067","121634","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1459865264687-595d652de67e.webp","1600","1067","118776","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1469854523086-cc02fe5d8800.webp","1600","1131","321480","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1470004914212-05527e49370b.webp","1600","865","251864","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1473116763249-2faaef81ccda.webp","1600","1036","112120","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1476514525535-07fb3b4ae5f1.webp","1600","1067","239818","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1486406146926-c627a92ad1ab.webp","1600","1067","214970","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1488646953014-85cb44e25828.webp","1600","1264","321230","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1493780474015-ba834fd0ce2f.webp","1600","1103","253438","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1495474472287-4d71bcdd2085.webp","1600","1067","78088","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1497366216548-37526070297c.webp","1600","1068","63262","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1500382017468-9049fed747ef.webp","1600","900","142828","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1501854140801-50d01698950b.webp","1600","953","250148","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1502680390469-be75c86b636f.webp","1600","1067","162748","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1503676260728-1c00da094a0b.webp","1600","1130","38226","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1504109586057-7a2ae83d1338.webp","1600","899","136446","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1505142468610-359e7d316be0.webp","1600","2848","351512","webp","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
"/media/verified/unsplash/1506126613408-eca07ce68773.webp","1600","1860","702976","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1506905925346-21bda4d32df4.webp","1600","1067","111440","webp","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
"/media/verified/unsplash/1506973035872-a4ec16b8e8d9.webp","1600","1067","286106","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1507525428034-b723cf961d3e.webp","1600","1064","96602","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1508009603885-50cf7c579365.webp","1600","1238","269042","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1511632765486-a01980e01a18.webp","1600","1067","252070","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1512553353614-82a7370096dc.webp","1600","900","68358","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1512941937669-90a1b58e7e9c.webp","1600","1067","67080","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1515187029135-18ee286d815b.webp","1600","1067","142698","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1517154421773-0529f29ea451.webp","1600","1067","217346","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1518599807935-37015b9cefcb.webp","1600","1067","194828","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1520250497591-112f2f40a3f4.webp","1600","1067","340762","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1522199755839-a2bacb67c546.webp","1600","1065","75878","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1524492412937-b28074a5d7da.webp","1600","1067","190576","webp","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
"/media/verified/unsplash/1525625293386-3f8f99389edd.webp","1600","1234","249770","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1526481280693-3bfa7568e0f3.webp","1600","1067","277886","webp","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
"/media/verified/unsplash/1528360983277-13d401cdc186.webp","1600","1067","149532","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1535131749006-b7f58c99034b.webp","1600","1067","180162","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1537996194471-e657df975ab4.webp","1600","2123","219494","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1540959733332-eab4deabeeaf.webp","1600","1038","419696","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1544367567-0f2fcb009e0b.webp","1600","1009","45052","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1545569341-9eb8b30979d9.webp","1600","1067","128152","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1548574505-5e239809ee19.webp","1600","963","242120","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1548707309-dcebeab9ea9b.webp","1600","1067","164386","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1551632811-561732d1e306.webp","1600","1068","435812","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1552581234-26160f608093.webp","1600","1067","131318","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1559592413-7cec4d0cae2b.webp","1600","1000","218902","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1560472354-b33ff0c44a43.webp","1600","976","62836","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1560814304-4f05b62af116.webp","1600","1199","285976","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1566073771259-6a8506099945.webp","1600","1067","256438","webp","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
"/media/verified/unsplash/1573790387438-4da905039392.webp","1600","2187","709894","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1583417319070-4a69db38a482.webp","1600","1067","168806","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1584698048102-bbedb5811cba.webp","1600","546","64540","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1587174486073-ae5e5cff23aa.webp","1600","1067","157248","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1590559899731-a382839e5549.webp","1600","2400","618670","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1591040973846-61888c2de010.webp","1600","1200","355792","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1599640842225-85d111c60e6b.webp","1600","1200","213238","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1601225612316-b4733315a717.webp","1600","2133","693866","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1613516392416-1a621fb69004.webp","1600","1200","194806","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1617653202545-931490e8d7e7.webp","1600","900","122038","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1631049307264-da0ec9d70304.webp","1600","1067","98362","webp","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
"/media/verified/unsplash/1677442135703-1787eea5ce01.webp","1600","900","112018","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1712497867605-cd8d80574245.webp","1600","1200","225678","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1742643635715-00c577862b56.webp","1600","1205","310020","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1747546314703-6c4fc20c5a37.webp","1600","1067","166992","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/media/verified/unsplash/1756007847785-b3369b87173b.webp","1600","2416","382056","webp","editorial_or_product","KEEP_SOURCE_RECORD","Active local asset; retain its existing source and disclosure record."
"/next.svg","","","1375","svg","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
"/og-wakation-ai.jpeg","1200","630","96879","jpeg","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
"/social/trip-sets/busan-weekend/feed-ja.webp","1080","1350","152972","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/busan-weekend/feed-ko.webp","1080","1350","145628","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/busan-weekend/og-ja.webp","1200","630","143166","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/busan-weekend/og-ko.webp","1200","630","138780","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/busan-weekend/square-ja.webp","1080","1080","145382","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/busan-weekend/square-ko.webp","1080","1080","139572","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/busan-weekend/story-ja.webp","1080","1920","135922","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/busan-weekend/story-ko.webp","1080","1920","135346","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/fukuoka-3n4d/feed-ja.webp","1080","1350","98702","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/fukuoka-3n4d/feed-ko.webp","1080","1350","100032","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/fukuoka-3n4d/og-ja.webp","1200","630","72946","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/fukuoka-3n4d/og-ko.webp","1200","630","70184","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/fukuoka-3n4d/square-ja.webp","1080","1080","93768","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/fukuoka-3n4d/square-ko.webp","1080","1080","93374","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/fukuoka-3n4d/story-ja.webp","1080","1920","100476","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/fukuoka-3n4d/story-ko.webp","1080","1920","98450","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/osaka-friends/feed-ja.webp","1080","1350","111602","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/osaka-friends/feed-ko.webp","1080","1350","109986","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/osaka-friends/og-ja.webp","1200","630","84100","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/osaka-friends/og-ko.webp","1200","630","83074","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/osaka-friends/square-ja.webp","1080","1080","99940","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/osaka-friends/square-ko.webp","1080","1080","101422","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/osaka-friends/story-ja.webp","1080","1920","113984","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/osaka-friends/story-ko.webp","1080","1920","111400","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/seoul-3n4d/feed-ja.webp","1080","1350","92730","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/seoul-3n4d/feed-ko.webp","1080","1350","92118","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/seoul-3n4d/og-ja.webp","1200","630","76208","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/seoul-3n4d/og-ko.webp","1200","630","75718","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/seoul-3n4d/square-ja.webp","1080","1080","88624","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/seoul-3n4d/square-ko.webp","1080","1080","87636","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/seoul-3n4d/story-ja.webp","1080","1920","94522","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/social/trip-sets/seoul-3n4d/story-ko.webp","1080","1920","91266","webp","social_derivative","KEEP_DERIVATIVE","Dedicated social or sharing export; not loaded as a standard card image."
"/vercel.svg","","","128","svg","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
"/window.svg","","","385","svg","inactive_or_derivative","ARCHIVE_REVIEW","No exact customer-facing source reference was found."
